AS4995,Netup S.A.,ISP,
AS265703,AUSTRO INTERNET S.A.,ISP,
AS14795,Banco de Credito e Inversiones,Business,
AS27678,NIC Chile,Hosting,
AS27676,ALMA - Atacama Large Millimeter Array,Business,
AS14708,WebHost Chile S.A.,Hosting,
AS267776,OPTIWISP SPA,Business,
AS28091,SIXMANAGER TECNOLOGIAS SPA,Business,
AS264827,WIRCOM S.P.A.,ISP,
AS263826,LINETS CHILE SPA,Business,
AS28096,Sociedad de Telecomunicaciones Geonet Ltda.,ISP,
AS28120,Arquicomp Ltda.,Business,
AS16990,TRANSBANK S.A.,Business,
AS22975,Banco de Chile,Business,
AS21765,VOISSNET S.A.,Business,
AS270014,GRUPO CG LIMITADA,Business,
AS262167,Redcol S.A.,Business,
AS64113,FALABELLA TECNOLOGIA CORPORATIVA LTDA,Business,
AS52441,SONDA S.A.,Business,
AS27918,Sinacofi S.A.,Business,
AS265662,TLINK SPA,ISP,
AS265672,ALCOM SPA,Business,
AS61483,Convergia Telecom S.A.,ISP,
AS265839,HOSTING.CL,Hosting,
AS52246,EMPRESAS INDEXA S.A.,Business,
AS266902,CAJA DE COMPENSACIÓN DE ASIGNACIÓN FAMILIAR LOS HÉROES,Business,
AS271783,GRUPO ULLOA SpA,Business,
AS271788,SOCIEDAD COMUNICACIONES PUNTA SUR LIMITADA,Business,
AS64129,SERVICIO DE INGENIERIA GOSUR SPA,ISP,
AS271817,S.E.A. COMPUTACION SOLUCIONES TECNOLOGICAS SPA,ISP,
AS271836,Compañia de Comunicaciones Coyhaique Ltda.,Business,
AS271839,CARRASCO Y REYES SERVICIOS INFORMÁTICOS LIMITADA,Business,
AS271843,LARA INGENIERIA EN TECNOLOGIA Y TELECOMUNICACIONES LIMITADA (SOLUCIONES INTERLAN),ISP,
AS271846,NANOTIK TELECOMUNICACIONES SPA,ISP,
AS271867,MARIO BENAVIDES SERVICIO DE TELEVISION POR CABLE E.I.R.L (CABLEVISION DEL SUR),ISP,
AS271872,TUMUNDO DIGITAL TELECOMUNICACIONES SPA,ISP,
AS64112,PIT CHILE SP,Business,
AS271896,HENRIQUEZ TELECOMUNICACIONES LIMITADA (WILCOM),ISP,
AS271915,TECNOLOGICA SIMEON COMPANY CHILE SPA,Business,
AS64111,INFORMATICA BLUEHOSTING LIMITADA,Hosting,
AS64108,GRUPO Z,Business,
AS61506,Insacom y Cia. Limitada,Business,
AS61503,SERVICIOS DE TELECOMUNICACIONES INTERCABLE LTDA.,ISP,
AS61492,SERVICIOS EQUIFAX CHILE LIMITADA,Business,
AS61444,Enlaces Regionales de Chile S.A.,Business,
AS52512,OPENCLOUD SpA,Business,
AS52511,IRONSERVERS E.I.R.L,Hosting,
AS138545,Santiago Network Service LLC,Business,
AS52497,SERVICIOS EQUIFAX CHILE LIMITADA,Business,
AS52494,MULTI ASSIST S.A.,Business,
AS263728,Wimux EIRL,ISP,
AS263753,SERVICIOS DE DATACENTER DATANETWORKS LIMITADA,Business,
AS263758,Bolsa de Comercio de Santiago,Business,
AS263784,BYNARYA SPA,Business,
AS263807,MEDIASTREAM SPA,Business,
AS264636,CUANTA CHILE SA,Business,
AS264641,LanProject SPA,Business,
AS264707,Opciones S. A.,Business,
AS264802,COMUNICACIONES NODONET CHILE Spa.,Business,
AS264806,TNA Solutions SpA,ISP,
AS264814,BITRED GROUP SPA,ISP,
AS264838,INVERSIONES MYJ LTDA,ISP,
AS264839,NETMUNDO TRANSMISIONES REGIONALES SPA,Business,
AS264854,PRONTO COMUNICACIONES LIMITADA,Business,
AS264859,Comunicaciones Cablevision Ltda.,ISP,
AS265656,ANACONDAWEB S.A.,Business,
AS265675,ARTEC TELECOMUNICACIONES LIMITADA,ISP,
AS52313,Luz Linares S.A.,Business,
AS265743,COMERCIAL WASHINGTON ERNESTO OYARCE SAZO E.I.R.L. (SEÑALMAX),Business,
AS265757,Intersur Limitada,ISP,
AS265769,ALBANETWORK INGENIERÍA S.A.,Business,
AS265830,FULL CONECTION LTDA,Business,
AS265851,MJL NETWORK EIRL,Business,
AS265858,NETDELSUR TELECOMUNICACIONES SPA,ISP,
AS26623,TECNOLOGIACHILE.COM LTDA (TCHILE.COM),Hosting,
AS271778,INVERSIONES EN TECNOLOGÍA PULSO SPA,ISP,
AS266910,TELECOMUNICACIONES ROBERTO MARCELO FUENZALIDA VALDES EIRL,ISP,
AS267677,COMERCIALIZADORA E IMPORTADORA PRESTOM CHILE LTDA,Hosting,
AS267697,CHILE TU TV POR CABLE LIMITADA,Hosting,
AS267717,CS SPA,Business,
AS267719,SOCIEDAD DE TELECOMUNICACIONES ABARCA, TORRES Y COMPAÑIA LIMITADA,ISP,
AS267724,FULLSOLUTION S.P.A.,ISP,
AS267728,SOCIEDAD DE SERVICIOS TECNOLÓGICOS Y TELECOMUNICACIONES TELCONOR LTDA.,ISP,
AS267733,SOCIEDAD SMARTNET LIMITADA,Business,
AS267746,TELECOMUNICACIONES PIXEL LTDA.,ISP,
AS267758,FIBERNET SPA,Business,
AS267818,OPTVE TELECOMUNICACIONES SpA,ISP,
AS267826,VPS GURU CHILE SPA,Business,
AS267848,Mainstreet Ltda,Business,
AS267851,SERVICIOS INFORMÁTICOS IGNACIO LIZANA CARREÑO E.I.R.L(INALTEC).,ISP,
AS267859,Comercial Netxtreme LTDA,ISP,
AS267863,EVOLUCION WIFI TELECOMUNICACIONES LIMITADA,ISP,
AS269733,INTERPIT TELECOMUNICACIONES LTDA,ISP,
AS269793,INVERSIONES HEMALASS LIMITADA (HEMANET),ISP,
AS269828,WI-PLUS SPA,Business,
AS269875,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL (BIBLIOREDES),Business,
AS269877,SERVICIO DE TELECOMUNICACIONES 7NET LIMITADA,ISP,
AS269944,CONNECTA TELECOMUNICACIONES SPA,ISP,
AS269947,RENUEVO TV TELECOMUNICACIONES SpA,ISP,
AS269949,NETXION SERVICIOS ARRIENDOS TECNOLOGIAS Y COMUNICACIONES HERNAN SOTO E.I.R.L.,Hosting,
AS269988,BINET NETWORKING DATA LIMITADA,ISP,
AS269998,ARKAVIA NETWORKS SPA.,Business,
AS270024,ICONEX SPA,ISP,
AS270034,AKY TELECOM SPA,ISP,
AS27963,Anglo American Chile,Business,
AS27952,Banco Central de Chile,Business,
AS270102,LINENET LIMITADA,Business,
AS271777,SITELCO SPA,ISP,
AS266731,TELECOMUNICACIONES MAURICIO ANDRES KASENDRA LARENAS E.I.R.L.,ISP,
AS266765,INTELCOM TELECOMUNICACIONES CHILE LTDA,ISP,
AS266771,MAKRONET CONSULTING TECNOLOGIA E INFORMATICA LIMITADA,ISP,
AS266776,SOCIEDAD CONSULTORES EN INFORMATICA VARGAS Y COMPAÑIA LIMITADA,ISP,
AS266779,ANMAX TELECOMUNICACIONES MAXIMILIANO BIONDI EIRL,ISP,
AS266795,EMPIREHOST LIMITADA,Hosting,
AS266801,Wifispeed Servicios Limitada,ISP,
AS266803,TIC CHILE COMUNICACIONES LIMITADA,Business,
AS266830,AIRPOINT TELECOMUNICACIONES LIMITADA,ISP,------------------------------
AS266835,ELECTRONET S.A.,Business,
AS266840,CMP WILL TELECOMUNICACIONES SPA,ISP,
AS266844,MELSAT TELECOMUNICACIONES SPA,ISP,
AS266847,WISPLAN SPA,Inactive,
AS266852,SOCIEDAD PIRQUE NET LIMITADA,ISP,
AS266855,ECOHOSTING INTERNET LIMITADA,Hosting,
AS266857,SERVICIOS DE TELECOMUNICACIONES FULLTV LIMITADA,ISP,
AS266864,INTERBIS TELECOMUNICACIONES SPA,ISP,
AS266866,CONECTIVIDAD Y REDES ROBERTO ROMULO CANDIA CANDIA EIRL,Business,
AS266870,SERVICIO DE TELECOMUNICACIONES VEMOS MAS LTDA.,ISP,
AS266878,Besthost Spa,Hosting,
AS266881,Telecomunicaciones y Servicios SpA,ISP,
AS266887,SOCIEDAD GAMACON LIMITADA,ISP,
AS266891,SERVICIOS E INVERSIONES VILLASOLIS LTDA.,Business,
AS266901,SERVICIOS INGENIERIA Y PRODUCTOS EN TELECOMUNICACIONES SpA (SIPTEL CHILE),ISP,
AS266715,Televisión Nacional de Chile,Business,
AS52411,Universidad del Desarrollo,Education, +++++++++++++++++++++++++++++
AS52460,CAPITAL S.A,Business,
AS269774,HOSTNET SPA,Hosting,
AS270008,SOCIEDAD COMERCIAL Y DE SERVICIOS DE INTERNET Y COMUNICACION CHILE SPA,Business,
AS266818,RODRIGUEZ Y HERRERA LTDA,ISP,
AS266706,VALMU COMUNICACIONES LTDA,Business,
AS15208,Servicio de Impuestos Internos,Business,
AS266655,SERVICIOS DE TELECOMUNICACIONES MAS CONECTADOS,ISP,
AS64127,XCONNECT SPA,Business,
AS264724,Universidad Nacional Andres Bello,Education,
AS61440,Digital Energy Technologies Chile SpA,Business,
AS27746,LAN CHILE (Lineas Aereas de Chile),Business,
AS265644,VOIP ANALYSIS S.A,Business,
AS269925,MEDIAWEB SPA,Business,
AS267748,TNS CHILE-TECHNETSECURITY S.A,Business,
AS269967,SONDA S.A.,Business,
AS267753,Banco Bice,Business,
AS52248,Forum Servicios Financieros S.A.,Business,
AS52315,Servicios de Administracion Previsional S.A.,Business,
AS264729,BANCO DEL ESTADO DE CHILE,Business,
AS267908,Mundonet S.p.A,ISP,
AS264670,Senado de la Republica de Chile,Business,
AS263214,UNIVERSIDAD SANTO TOMAS,Education,
AS267894,SOCIEDAD DE TELECOMUNICACIONES LIMITADA (SETEL LTDA),ISP,
AS266713,SERVICIOS DE INTERNET WMAX LIMITADA,Business,
AS27874,ENAP - Empresa Nacional del Petroleos Chile,Business,
AS271869,ZONALES DE INTERNET LIMITADA,Business,
AS262228,NTT Chile,Business,
AS269956,HABLAIP SPA,Business,
AS263688,INTESIS CHILE S.A,Business,
AS13774,Corpbanca,Business,
AS265871,LUIS FARIAS CUEVAS SERVICIOS TECNOLOGIOCOS EIRL,Business,
AS27904,Virutex Ilko S.A.,Business,
AS14966,Larrain Vial S.A,Business,
AS18492,Almacenes Paris Comercial S.A,Business,
AS19196,TELEFONICA MOVIL DE CHILE S.A.,Hosting,
AS21753,Consorcio seguros Vida,Business,
AS25718,Turismo Cocha S.A,Business,
AS26048,CHILENA CONSOLIDADA SEGUROS S.A.,Business,
AS262155,Golder Associates S.A.,Business,
AS262224,Central de Restaurantes Aramark Ltda.,Business,
AS262233,COORDINADOR INDEPENDIENTE DEL SISTEMA ELÉCTRICO NACIONAL,Business,
AS263773,CEPAL Naciones Unidas,Business,
AS264664,UNIVERSIDAD CATÓLICA DEL MAULE,Education,
AS264671,Facultad de Ciencias Físicas y Matemáticas de la Universidad de Chile,Education,
AS264730,BANCO DEL ESTADO DE CHILE,Business,
AS264735,BBVA SEGUROS DE VIDA S.A,Business,
AS264775,IMPERIAL S.A,Business,
AS266662,BANCO RIPLEY,Business,
AS266711,COMUNICACIÓN Y TECNOLOGÍA ARAOS LIMITADA,Business,
AS266726,AGUAS NUEVAS S.A,Business,
AS267745,TELECOMUNICACIONES WIFIRED LIMITADA,ISP,
AS267868,INGENIERIA Y ASESORIAS EN COMPUTACION Y COMUNICACION NEOSECURE S.A.,Business,
AS267906,CVT TELECOMUNICACIONES LIMITADA,ISP,
AS267926,ROBERTO MENA OYARZUN COMUNICACIONES EIRL,Business,
AS269963,LATAM AIRLINES GROUP S.A.,Business,
AS270013,J AND J SPA (INFOFRACTAL),Business,
AS270050,OPTIMIZA SEGURIDAD SpA,Business,
AS271803,SERVICIOS INTEGRALES DE INFORMATICA DIGITALPROSERVER SPA,Business,
AS271807,EMPRESA NACIONAL DE ENERGIA ENEX S.A,Business,
AS271849,EQUIPOS ELECTRONICOS Y COMPUTACION S.A.,Business,
AS271854,GRUPO NOREDZONE ISP SPA,Business,
AS271871,ENGIE ENERGIA CHILE S.A.,Business,
AS271893,LATAM AIRLINES GROUP S.A.,Business,
AS271894,LATAM AIRLINES GROUP S.A.,Business,
AS271895,LATAM AIRLINES GROUP S.A.,Business,
AS27732,A.F.P. Habitat S.A.,Business,
AS27766,LAN CHILE (Lineas Aereas de Chile),Business,
AS27838,Servibanca S.A.,Business,
AS27853,Administradora BANCHILE de Fondos Mutuos,Business,
AS27856,UNIVERSIDAD UNIACC,Education,
AS27880,ATENTO CHILE S.A.,Business,
AS27888,Caja de Compensación de Asignación Familiar La Araucana,Business,
AS27899,Quintec Soluciones Informaticas S.A.,Business,
AS27909,Correos Chile,Business,
AS27911,Metlife Chile Seguros de Vida,Inactive,
AS27946,Dirección General del Territorio Marítimo,Business,
AS27965,Intcomex Chile S.A.,Business,
AS27978,Telmex Servicios Empresariales S.A.,Business,
AS28044,ADT SECURITY SERVICES,Business,
AS28047,ENTEL CHILE S.A.,Business,
AS28116,Universidad de Adolfo Ibañez,Education,
AS28319,WISP,Hosting,
AS52230,Mapfre Compañia de Seguros,Business,
AS52234,NIC Chile,Hosting,
AS52267,BanChile Seguros de Vida S.A.,Business,
AS52304,NIC Chile,Hosting,
AS52305,NIC Chile,Hosting,
AS52306,NIC Chile,Hosting,
AS52310,Derco SPA,Business,
AS52353,Celulosa Arauco y Constitucion S.A.,Business,
AS52407,Comercializadora Y Asesoria Esteno Chile Limitada,Business,
AS52452,COMPASS GROUP INVESMENTS ADVISORS (CGIA),Business,
AS52479,HQB S.A.,Business,
AS61507,ADMINISTRADORA DE FONDOS DE PENSIONES PROVIDA S.A.,Business,
AS64121,Virtualiza S.A,Business,
AS64131,GLOBALCONNECT SPA,Business,
AS270064,CONSULTORA E INVERSIONES BROADCASTING NET LIMITADA,Inactive,
AS27962,AltaVoz S.A.,Inactive,
AS270059,Gtd Internet S.A.,Inactive
AS61522,PIT CHILE SP,Inactive,
AS61524,PIT CHILE SP,Inactive,
AS270056,JPR CONEXIÓN DIGITAL SPA,Business,
AS270025,SOCIEDAD DE TELECOMUNICACIONES WINET LIMITADA,Inactive,
AS267775,IWIMAX SPA,Inactive,
AS61525,PIT CHILE SP,Inactive,
AS28046,Ingenieria Servicios y Comunicaciones S.A.,Inactive,
AS61526,PIT CHILE SP,Inactive,
AS28059,Banco Hipotecario de Fomento,Inactive,
AS28060,Pullman Cargo S.A,Inactive,
AS28077,Informes Garantizados S.A.,Inactive,
AS28082,MASISA S.A.,Inactive,
AS266900,SOC. TELEVISIVA CABLE SANTA JUANA LIMITADA.,Inactive,
AS266895,COMUNICACIONES WAM LTDA.,Inactive,
AS266879,Pluschile Internet Limitada,Inactive,
AS266851,AVILA TELECOMUNICACIONES SPA,Inactive,
AS61527,PIT CHILE SP,Inactive,
AS266846,SOCIEDAD TF CONSULTING LIMITADA,Inactive,
AS6240,Chilenet Ltda.,Inactive,
AS266826,SERVICIOS ALTERNATIVOS DE TELECOMUNICACIONES JP Y ASOCIADOS SPA (NB CONECTIVIDAD SPA),Inactive,
AS266789,FIDELIZADOR SPA,Inactive,
AS19411,Nap Chile,Inactive,
AS19338,Telmex Chile Internet S.A.,Inactive,
AS266724,MYRIAM PILAR ESCOBAR VEGA (DON SERVER),Business,
AS26604,Euroamerica Seguros de Vida S.A,Inactive,
AS52252,Entel PCS Telecomunicaciones S.A. (Sis),Inactive,
AS52265,NIC Chile,Inactive,
AS19228,ENTEL CHILE S.A.,Inactive,
AS26601,Publiguías,Inactive,
AS52282,Papeles Industriales S.A.,Inactive,
AS19077,CYBERCENTER S.A.,Inactive,
AS1296,University of Chili,Inactive,
AS18941,El Mercurio S.A.P.,Inactive,
AS17257,Collective Mind Chile S.A.,Inactive,
AS265678,W M Servicios y Gestiones Ltda.,Inactive,
AS264840,VZION CONSULTORES EN INFORMATICA S.A.,Inactive,
AS264710,Telefonica Data Chile S.A.,Inactive,
AS7993,Global One Chile,Inactive,
AS264626,Ingeniería e Informática Asociada Ltda (IIA Ltda),Inactive,
AS52396,TELEFÓNICA CHILE S.A. (MAYORISTAS),Inactive,
AS16847,Servicios Informativos EMOL S.A.,Inactive,
AS264620,Payroll S.A,Inactive,
AS263835,Devetel S.A.,Inactive,
AS263816,Camara de Diputados de Chile,Inactive,
AS263797,GAMERLIVE CHILE,Inactive,
AS14560,Internet Holding S. A.,Inactive,
AS263711,INFOLAX SERVICIOS INFORMÁTICOS EIRL,Inactive,
AS52478,Servicios Informaticos Movix Chile Limitada,Inactive,
AS14318,PSINet Chile,Inactive,
AS263208,CTC. CORP S.A. (TELEFONICA EMPRESAS),Inactive,
AS263184,Gtd Internet S.A.,Inactive,
AS262240,SILICA NETWORKS CHILE S.A.,Inactive,
AS262153,Servicio Nacional de Aduanas de Chile,Inactive,
AS262147,NIC Chile,Inactive,
AS272028,COOPERATIVA AGRICOLA Y LECHERA DE LA UNION LIMITADA,Inactive,
AS27677,AMDOCS CHILE SPA,Inactive,
AS272025,NETV SPA,Business,
AS272022,ZAPPING SPA,Inactive,
AS27701,Netline,Inactive,
AS27719,Difarma Ltda,Inactive,
AS26119,Orden S.A,Inactive,
AS272014,DCH COMPAÑIA DE COMUNICACIONES LIMITADA,Inactive,
AS27741,Superintendencia de Valores y Seguros,Inactive,
AS272001,TELTV SPA,Inactive,
AS23488,GLOBALECBUSINESS S.A.,Inactive,
AS27776,Inversiones y servicios EL BOLDO S.A,Inactive,
AS271997,BIOCABLE SUR E I R L,Inactive,
AS22924,SCOTIABANK CHILE (Banco del Desarrollo),Inactive,
AS61459,Payroll S.A,Inactive,
AS22661,Telex Chile S.A.,Inactive,
AS271993,PHANTOM SERVER SPA,Business,
AS21862,SODIMAC SA,Inactive,
AS21614,LatLink.net S.A,Inactive,
AS271955,SERVICIOS INTEGRALES METFY TELECOM SPA,Inactive,
AS20361,Globalnet S.A.,Inactive,
AS271937,LINKSAT COMUNICACIONES SPA,Inactive,
AS271921,FULL NET LTDA.,Inactive,
AS20256,Ultramar Agencia Maratima,Inactive,
AS19632,VTR BANDA ANCHA S.A.,Inactive,
AS271841,SERVICIOS DE CONECTIVIDAD RURAL SpA,Inactive,
AS270094,CONEXIONES REDES Y TELECOMUNICACIONES SPA,Inactive,
AS27931,Tecnolex Ltda.,Inactive,
AS27942,BICE Vida Compañía de Seguros de Vida S.A.,Inactive,
AS27943,Laboratorios Recalcine S.A.,Inactive,
AS13643,Universidad Catolica Corporacion de TV.,Inactive,
AS51076,GRUPO CG LIMITADA,Business,
AS272031,NETENMICASA SpA,Business
